Education|Income|Customer_For|Age|AmountSpent|Children|Family_Size|Is_Parent|TotalAcceptedCmp|NumTotalPurchases
1|34935.0|32227200000000000|32|137|0|2|0|0|8
1|61250.0|48384000000000000|65|730|1|2|1|0|25
0|39665.0|34560000000000000|43|216|1|3|1|1|12
1|60152.0|39571200000000000|45|943|1|2|1|0|23
1|48920.0|21772800000000000|60|347|2|4|1|1|16
0|89120.0|8985600000000000|65|1924|0|2|0|1|19
0|44124.0|35769600000000000|78|397|1|3|1|0|17
0|81169.0|38102400000000000|49|2089|0|1|0|0|22
1|36443.0|44150400000000000|63|138|2|4|1|0|11
1|26095.0|31449600000000000|34|42|1|2|1|0|5
1|71367.0|26784000000000000|65|777|0|2|0|0|17
0|80184.0|10368000000000000|80|1902|0|2|0|2|20
1|30630.0|13219200000000000|59|52|2|3|1|0|7
0|73454.0|10368000000000000|37|1651|0|1|0|1|13
1|42691.0|27388800000000000|33|358|0|2|0|0|13
1|70503.0|55036800000000000|71|1727|0|2|0|2|16
1|25545.0|56937600000000000|37|210|1|3|1|1|10
1|32880.0|49420800000000000|38|42|1|3|1|0|5
0|77863.0|18489600000000000|66|1291|0|2|0|0|20
0|50353.0|1814400000000000|47|442|0|2|0|0|15
1|61839.0|59270400000000000|60|1895|0|1|0|0|17
0|49154.0|20563200000000000|64|411|2|4|1|0|19
0|47682.0|43113600000000000|49|521|1|2|1|0|19
1|72679.0|24537600000000000|55|1168|1|2|1|0|17
0|57954.0|950400000000000|47|493|2|4|1|1|23
1|65316.0|37238400000000000|62|260|2|4|1|0|12
1|28567.0|32572800000000000|42|46|1|2|1|0|7
0|47352.0|38361600000000000|73|319|1|3|1|0|16
1|44931.0|13996800000000000|57|96|1|3|1|0|7
1|76982.0|11577600000000000|57|1062|0|1|0|2|16
0|57247.0|28080000000000000|72|232|1|3|1|0|12
0|22944.0|16243200000000000|43|76|1|2|1|0|9
0|25315.0|20217600000000000|47|54|1|3|1|0|9
1|43638.0|59788800000000000|55|201|1|2|1|0|11
0|42710.0|49939200000000000|40|406|1|2|1|0|14
0|84169.0|28166400000000000|42|1919|0|2|0|3|20
1|54058.0|33696000000000000|48|662|1|3|1|0|20
0|24683.0|9763200000000000|34|41|1|3|1|0|8
1|85620.0|14947200000000000|60|1600|0|1|0|1|14
1|47850.0|17971200000000000|44|134|1|3|1|0|8
1|19514.0|13305600000000000|56|69|2|4|1|2|10
0|27159.0|7948800000000000|51|21|2|4|1|0|6
0|39548.0|7776000000000000|61|54|2|3|1|0|7
1|21474.0|7084800000000000|35|91|1|2|1|2|8
0|60504.0|12268800000000000|53|526|1|2|1|0|18
1|22419.0|37756800000000000|61|162|0|2|0|0|8
0|81698.0|20304000000000000|75|1008|0|2|0|1|25
1|43462.0|56592000000000000|72|240|2|4|1|0|16
0|54880.0|41904000000000000|46|795|1|2|1|0|21
1|79908.0|38880000000000000|42|1772|0|2|0|1|19
0|15315.0|28512000000000000|54|64|0|2|0|0|8
1|87771.0|34819200000000000|65|1957|1|3|1|5|20
1|33039.0|25315200000000000|46|78|1|3|1|0|7
1|81741.0|32659200000000000|44|1572|0|1|0|0|19
0|71499.0|31881600000000000|53|795|1|3|1|0|26
0|62466.0|14256000000000000|54|889|1|3|1|0|26
0|48799.0|20390400000000000|61|331|1|2|1|0|15
0|52157.0|1900800000000000|74|265|1|3|1|0|12
1|66565.0|49334400000000000|62|1065|1|2|1|0|19
0|29298.0|25488000000000000|73|11|2|4|1|0|4
1|47691.0|31017600000000000|45|21|1|2|1|0|4
1|38200.0|49161600000000000|54|17|2|4|1|0|4
1|44989.0|56592000000000000|50|369|1|3|1|0|16
0|38443.0|13219200000000000|56|38|2|4|1|0|6
0|38593.0|24969600000000000|46|177|1|2|1|0|11
0|64413.0|28684800000000000|54|279|1|3|1|0|12
0|36959.0|23328000000000000|43|62|1|3|1|0|7
0|61996.0|44409600000000000|47|1230|1|3|1|4|21
1|51287.0|7689600000000000|56|182|2|4|1|0|11
1|13260.0|26784000000000000|54|49|2|4|1|0|10
0|47472.0|24710400000000000|58|75|2|4|1|0|8
0|54603.0|30672000000000000|68|227|2|4|1|0|16
0|45207.0|51494400000000000|50|215|2|4|1|1|15
1|40689.0|40435200000000000|73|444|1|3|1|0|20
0|47821.0|21772800000000000|57|47|2|4|1|0|5
0|27450.0|38016000000000000|73|143|0|2|0|0|7
1|39453.0|7516800000000000|41|55|1|3|1|0|7
0|26850.0|6220800000000000|53|63|2|4|1|0|11
1|79800.0|55641600000000000|69|1867|0|1|0|4|22
0|61794.0|24883200000000000|63|611|1|3|1|0|20
1|53863.0|3715200000000000|69|473|1|3|1|1|18
1|24221.0|27043200000000000|65|55|0|2|0|0|6
0|39684.0|54000000000000000|40|81|1|2|1|1|7
0|92163.0|48729600000000000|49|2086|0|2|0|3|21
0|69882.0|19958400000000000|59|1478|0|1|0|0|20
1|33178.0|12960000000000000|47|49|1|3|1|0|5
0|59973.0|25142400000000000|52|382|0|2|0|0|15
0|17459.0|24451200000000000|49|69|1|3|1|1|9
1|23910.0|52790400000000000|55|67|1|2|1|0|6
0|42169.0|21859200000000000|55|30|2|4|1|0|6
0|26224.0|33696000000000000|46|63|1|3|1|0|9
1|31089.0|58838400000000000|43|79|1|3|1|0|10
1|30081.0|42595200000000000|63|42|1|2|1|0|5
1|62807.0|57628800000000000|64|819|1|3|1|0|23
1|72906.0|24624000000000000|69|1151|0|1|0|0|17
0|61467.0|48988800000000000|76|594|2|4|1|0|20
0|49618.0|44841600000000000|58|129|2|4|1|0|11
0|21888.0|47260800000000000|38|213|1|2|1|1|12
1|42429.0|11923200000000000|51|67|1|2|1|0|7
1|26150.0|41040000000000000|68|28|3|4|1|0|5
1|30801.0|52790400000000000|49|45|1|3|1|0|6
1|81168.0|4579200000000000|59|1193|0|2|0|1|18
0|26877.0|27129600000000000|55|268|0|1|0|0|12
0|45006.0|29894400000000000|80|266|0|1|0|0|12
1|18978.0|48816000000000000|51|37|1|3|1|0|5
1|22574.0|21081600000000000|57|37|3|5|1|0|7
0|48240.0|51580800000000000|55|882|0|1|0|1|25
1|45837.0|29203200000000000|50|373|2|4|1|0|18
0|35791.0|36201600000000000|59|35|3|4|1|0|6
1|54162.0|40435200000000000|46|42|2|3|1|0|5
0|30522.0|58838400000000000|64|326|1|3|1|0|17
0|54456.0|30499200000000000|63|404|1|3|1|0|17
1|31632.0|30240000000000000|53|95|0|1|0|0|6
1|72298.0|9590400000000000|75|939|0|1|0|2|14
0|36975.0|15811200000000000|46|33|1|2|1|0|5
0|72635.0|33782400000000000|69|981|0|2|0|1|21
1|13624.0|45360000000000000|48|36|1|3|1|0|7
1|84196.0|33782400000000000|49|1237|1|2|1|0|20
1|70971.0|55814400000000000|64|1825|1|3|1|1|34
0|34487.0|57110400000000000|47|103|2|3|1|0|9
1|28769.0|48211200000000000|47|191|1|2|1|0|12
0|69084.0|19180800000000000|54|1586|1|3|1|0|25
0|65488.0|1382400000000000|66|963|0|2|0|0|14
0|62466.0|14256000000000000|54|889|1|3|1|0|26
0|32218.0|11577600000000000|64|93|0|1|0|2|7
1|83917.0|37756800000000000|51|1587|0|1|0|1|21
1|46102.0|9590400000000000|62|16|3|4|1|0|4
1|84574.0|33696000000000000|72|1375|0|1|0|0|32
1|56181.0|46396800000000000|62|393|1|3|1|0|14
0|63120.0|55209600000000000|74|1477|1|2|1|1|26
1|73691.0|20304000000000000|53|1179|1|3|1|1|18
1|63381.0|54604800000000000|64|1005|1|3|1|0|26
0|76140.0|4060800000000000|76|1348|0|2|0|0|21
0|62859.0|47174400000000000|65|1307|1|2|1|0|23
1|45906.0|36115200000000000|60|486|1|2|1|1|15
0|77632.0|41126400000000000|77|2252|0|2|0|3|13
0|46463.0|27216000000000000|53|235|2|4|1|0|17
1|105471.0|45273600000000000|54|1724|0|2|0|3|30
0|55282.0|17107200000000000|54|235|1|2|1|0|11
0|78710.0|3196800000000000|47|1092|1|3|1|0|28
1|66886.0|24710400000000000|66|599|1|3|1|0|17
0|98777.0|11404800000000000|64|2008|0|1|0|1|19
1|29103.0|57974400000000000|39|48|1|3|1|0|6
1|67445.0|59270400000000000|50|1174|1|3|1|0|32
0|50616.0|6652800000000000|74|67|1|3|1|0|7
1|49431.0|60048000000000000|69|365|1|2|1|0|15
1|61278.0|15206400000000000|71|165|1|3|1|0|10
0|26490.0|55728000000000000|66|210|0|2|0|0|11
0|73059.0|26092800000000000|77|1095|1|3|1|0|26
0|46734.0|21686400000000000|58|223|3|4|1|1|12
1|56253.0|49161600000000000|61|597|1|3|1|0|22
1|19986.0|19612800000000000|39|22|1|3|1|0|4
1|58330.0|16070400000000000|49|1064|1|2|1|0|24
1|25965.0|57024000000000000|44|74|0|2|0|0|6
0|14661.0|47001600000000000|68|26|0|2|0|0|5
1|18690.0|47347200000000000|65|60|0|2|0|0|5
0|45068.0|35337600000000000|50|20|1|3|1|0|4
1|21063.0|23932800000000000|37|59|1|2|1|0|7
0|29187.0|35942400000000000|56|34|1|3|1|0|5
0|54690.0|20217600000000000|53|198|2|4|1|0|12
0|59304.0|28944000000000000|60|1048|1|3|1|0|28
0|59247.0|20131200000000000|62|574|2|3|1|0|21
1|66731.0|56592000000000000|54|1029|1|2|1|0|17
1|77353.0|16848000000000000|44|670|1|3|1|0|20
0|52614.0|49680000000000000|49|990|1|2|1|0|16
1|26751.0|3283200000000000|50|11|2|4|1|0|4
0|81300.0|52444800000000000|61|1241|1|3|1|2|21
1|70337.0|15379200000000000|45|576|0|1|0|0|17
0|36145.0|32659200000000000|39|172|1|3|1|2|12
0|65295.0|16243200000000000|44|664|0|1|0|0|20
1|68118.0|21945600000000000|61|928|1|2|1|0|23
1|68743.0|57715200000000000|57|2074|0|1|0|0|30
0|41039.0|29289600000000000|42|467|0|2|0|0|15
1|38946.0|21427200000000000|69|257|1|3|1|0|12
1|65777.0|16588800000000000|57|1146|0|2|0|0|17
0|66476.0|41385600000000000|48|689|1|2|1|0|20
0|86857.0|56592000000000000|52|2114|0|1|0|1|22
0|77845.0|3801600000000000|35|1346|0|2|0|2|21
0|69476.0|23500800000000000|55|1044|0|2|0|0|15
0|50611.0|54691200000000000|64|493|1|2|1|2|22
1|61209.0|26611200000000000|54|957|0|1|0|0|13
0|42315.0|30412800000000000|66|270|1|3|1|0|12
1|13084.0|20649600000000000|72|29|0|2|0|0|5
0|47570.0|34214400000000000|75|121|2|3|1|1|9
0|61923.0|29203200000000000|63|126|2|4|1|0|8
1|34824.0|8208000000000000|29|23|0|1|0|0|4
0|26518.0|38620800000000000|75|57|2|3|1|1|8
1|45938.0|20563200000000000|63|636|0|1|0|0|20
1|78468.0|6998400000000000|64|1004|0|2|0|1|28
1|78901.0|24624000000000000|51|734|1|2|1|0|20
1|71427.0|9417600000000000|46|614|2|4|1|0|20
1|71022.0|11923200000000000|46|1453|1|2|1|1|21
0|90247.0|5270400000000000|36|1621|0|1|0|4|15
0|41335.0|15984000000000000|56|187|1|2|1|0|12
1|71952.0|46224000000000000|38|1443|1|3|1|2|22
0|35682.0|172800000000000|54|57|1|2|1|0|6
1|43185.0|38448000000000000|73|637|1|2|1|0|20
0|66375.0|19008000000000000|76|948|1|3|1|1|14
0|35178.0|46224000000000000|53|59|1|3|1|2|5
1|25252.0|30412800000000000|38|18|1|3|1|0|4
0|55250.0|53222400000000000|59|903|1|2|1|0|26
1|33249.0|42681600000000000|49|112|1|2|1|0|8
1|58398.0|35510400000000000|71|596|0|2|0|0|20
1|50272.0|28166400000000000|42|233|1|3|1|0|13
0|76618.0|49161600000000000|49|1511|0|2|0|0|11
0|87305.0|55641600000000000|64|1152|0|1|0|2|17
1|25851.0|43459200000000000|46|48|1|3|1|0|7
1|58710.0|39312000000000000|54|1185|1|2|1|0|31
1|45160.0|7948800000000000|66|21|2|3|1|0|4
0|74806.0|48124800000000000|59|965|1|3|1|0|16
1|59111.0|36547200000000000|70|869|0|2|0|0|21
0|18988.0|3196800000000000|40|16|1|3|1|0|6
1|72190.0|43286400000000000|59|1947|0|2|0|0|16
1|7500.0|60220800000000000|48|71|1|3|1|2|12
1|44794.0|1814400000000000|58|65|1|3|1|0|6
1|80395.0|18835200000000000|69|1380|0|2|0|1|24
0|75012.0|13392000000000000|48|1027|0|1|0|0|23
0|56962.0|22550400000000000|59|411|3|5|1|0|21
1|89891.0|38016000000000000|33|836|0|2|0|1|26
0|35946.0|23760000000000000|75|11|2|3|1|0|4
0|53593.0|59702400000000000|71|480|2|4|1|0|23
1|66373.0|33004800000000000|46|606|2|4|1|0|23
0|45072.0|22118400000000000|76|284|3|4|1|0|16
1|89694.0|22723200000000000|51|1472|2|3|1|3|14
1|72025.0|5270400000000000|75|1677|0|2|0|4|26
1|67432.0|39484800000000000|51|1335|1|3|1|0|19
0|70545.0|2246400000000000|72|334|1|3|1|0|13
1|17487.0|40435200000000000|35|18|1|3|1|0|4
1|62882.0|59529600000000000|55|1338|1|3|1|0|20
0|64108.0|40003200000000000|71|1099|1|2|1|0|30
0|34941.0|41472000000000000|68|97|2|4|1|0|8
0|48767.0|15465600000000000|74|63|3|4|1|0|9
0|38702.0|28684800000000000|46|109|1|3|1|0|9
1|82224.0|13392000000000000|60|902|0|2|0|1|21
1|83844.0|35683200000000000|72|1574|0|2|0|1|20
0|17003.0|17452800000000000|49|38|1|3|1|0|9
1|71163.0|9676800000000000|29|960|0|1|0|0|24
1|33697.0|24796800000000000|54|28|1|2|1|1|4
0|63564.0|13046400000000000|70|1215|0|2|0|2|28
0|83443.0|15552000000000000|52|1497|0|2|0|0|22
0|51518.0|23241600000000000|66|449|1|3|1|0|17
1|58330.0|16070400000000000|49|1064|1|2|1|0|24
1|80952.0|41990400000000000|55|1757|0|2|0|4|25
1|75507.0|5011200000000000|45|1440|0|2|0|0|21
0|63855.0|43632000000000000|46|1006|0|2|0|0|24
0|62220.0|59356800000000000|52|1226|1|3|1|1|23
1|58512.0|24451200000000000|60|1171|1|3|1|0|20
0|40662.0|40694400000000000|45|92|1|3|1|0|8
0|38829.0|7257600000000000|65|99|1|3|1|0|8
0|35523.0|23241600000000000|43|66|1|3|1|0|8
1|79146.0|5702400000000000|57|564|2|3|1|0|19
0|78285.0|21081600000000000|36|1427|0|2|0|0|21
0|31626.0|35856000000000000|46|86|1|2|1|2|6
1|75127.0|3283200000000000|72|833|0|1|0|0|19
1|48726.0|36979200000000000|69|242|1|3|1|0|12
1|74985.0|56678400000000000|47|1869|0|2|0|0|17
1|67430.0|57196800000000000|37|1364|0|2|0|0|29
0|46891.0|26006400000000000|59|183|1|3|1|0|8
0|62058.0|34473600000000000|68|450|1|3|1|0|18
1|72063.0|31190400000000000|45|758|1|3|1|0|21
0|78939.0|17193600000000000|73|1507|0|2|0|0|20
1|42720.0|37238400000000000|59|654|2|3|1|1|25
1|33622.0|38188800000000000|52|81|2|4|1|0|9
0|6835.0|49075200000000000|67|137|1|3|1|0|1
1|41452.0|41472000000000000|71|16|2|4|1|0|4
0|40760.0|26179200000000000|59|93|1|2|1|0|8
0|74250.0|13305600000000000|66|1158|0|2|0|0|18
0|51124.0|16675200000000000|69|43|2|3|1|0|6
1|72258.0|25056000000000000|53|1525|1|2|1|0|22
0|71466.0|7344000000000000|50|1230|0|1|0|0|19
1|36283.0|6566400000000000|48|29|2|4|1|0|6
1|20587.0|4233600000000000|54|25|1|2|1|0|5
1|30467.0|8812800000000000|52|24|1|3|1|0|4
1|31590.0|32486400000000000|52|38|1|3|1|0|5
1|20425.0|52531200000000000|38|57|1|3|1|0|7
0|17144.0|11577600000000000|64|47|2|4|1|0|12
0|42564.0|46915200000000000|56|813|1|2|1|2|24
0|43783.0|2678400000000000|46|629|1|3|1|1|22
1|40780.0|56937600000000000|48|377|1|2|1|0|17
0|62847.0|45792000000000000|79|1612|0|2|0|0|14
0|82017.0|51753600000000000|67|729|0|2|0|4|17
1|16813.0|29808000000000000|74|50|0|1|0|1|6
1|51267.0|20995200000000000|46|270|2|4|1|0|15
1|46524.0|38880000000000000|63|177|1|2|1|0|9
0|45183.0|45360000000000000|62|315|0|1|0|1|13
0|70421.0|86400000000000|70|767|1|3|1|0|23
0|60161.0|53049600000000000|59|1071|1|2|1|0|26
1|73926.0|41817600000000000|51|1580|0|2|0|0|24
1|19329.0|17020800000000000|56|60|1|3|1|0|10
0|61872.0|17107200000000000|54|573|1|3|1|0|21
1|46984.0|39744000000000000|68|41|2|3|1|0|5
1|34838.0|45446400000000000|73|170|2|4|1|0|10
0|82716.0|20390400000000000|80|1167|0|1|0|0|28
1|48192.0|38793600000000000|66|1526|0|2|0|4|25
0|49681.0|20476800000000000|48|458|2|4|1|0|21
0|56850.0|8467200000000000|53|63|1|3|1|0|6
1|55267.0|21686400000000000|67|405|1|3|1|0|17
1|59666.0|40089600000000000|52|1027|2|4|1|1|20
1|72504.0|38793600000000000|52|1478|1|2|1|0|22
1|26872.0|22118400000000000|43|72|0|2|0|0|5
1|21359.0|37584000000000000|52|48|1|2|1|1|7
1|73170.0|2505600000000000|49|726|0|1|0|0|16
0|52750.0|44064000000000000|69|860|1|3|1|0|27
0|91820.0|18835200000000000|38|1497|0|2|0|0|22
0|65968.0|4147200000000000|54|495|1|3|1|0|18
1|30772.0|9417600000000000|48|20|2|4|1|0|4
1|22507.0|50284800000000000|70|570|0|1|0|0|19
1|65685.0|7948800000000000|52|769|1|3|1|0|21
0|25804.0|26006400000000000|46|55|1|3|1|0|7
0|76412.0|36288000000000000|44|1808|0|1|0|3|18
1|22063.0|28080000000000000|52|55|1|3|1|0|7
1|57091.0|1209600000000000|63|577|0|1|0|2|18
1|22419.0|37756800000000000|61|162|0|2|0|0|8
1|87771.0|34819200000000000|65|1957|1|3|1|5|20
0|78353.0|37929600000000000|65|1576|1|2|1|0|24
1|93404.0|36115200000000000|70|1616|3|5|1|2|17
1|37859.0|46051200000000000|62|36|3|4|1|0|6
0|80995.0|35769600000000000|66|1482|1|2|1|0|22
1|16529.0|10368000000000000|40|22|1|3|1|0|5
0|55412.0|18921600000000000|48|63|2|3|1|0|6
1|48789.0|56764800000000000|32|680|0|1|0|0|18
0|56575.0|36288000000000000|57|542|2|4|1|0|20
0|25130.0|23328000000000000|44|50|1|3|1|0|7
1|35441.0|43200000000000000|57|39|2|4|1|0|6
1|71391.0|39484800000000000|68|1043|1|3|1|0|28
0|49494.0|37152000000000000|52|385|1|2|1|0|14
1|81702.0|55641600000000000|44|1633|0|1|0|0|27
0|45889.0|31276800000000000|44|46|1|2|1|0|5
1|56628.0|8640000000000000|47|761|1|2|1|1|20
1|34026.0|28339200000000000|74|76|2|4|1|0|9
1|40049.0|49852800000000000|50|290|1|3|1|0|14
1|34176.0|4147200000000000|36|89|1|2|1|0|11
1|19419.0|51494400000000000|43|70|1|3|1|0|11
0|82504.0|29116800000000000|64|1066|0|2|0|0|17
1|81205.0|14428800000000000|54|2009|0|2|0|4|19
0|61618.0|55123200000000000|33|1345|0|1|0|0|19
0|55284.0|47692800000000000|68|764|1|2|1|0|23
1|49980.0|21513600000000000|61|195|1|2|1|0|11
1|15072.0|35856000000000000|44|53|2|4|1|0|11
1|49166.0|32918400000000000|50|368|1|2|1|0|13
0|65324.0|14601600000000000|70|544|1|3|1|0|20
0|82347.0|51840000000000000|67|1853|0|2|0|2|25
0|30843.0|2937600000000000|58|35|2|4|1|1|6
0|46374.0|8985600000000000|50|446|1|3|1|3|18
1|60474.0|39225600000000000|45|1180|1|2|1|0|31
0|38576.0|10108800000000000|51|41|1|3|1|0|5
1|55357.0|42768000000000000|39|727|2|4|1|0|22
1|37758.0|54691200000000000|58|40|2|4|1|0|6
0|85710.0|36288000000000000|35|1062|0|2|0|1|26
1|23228.0|13305600000000000|55|40|1|3|1|0|7
0|44602.0|11577600000000000|55|292|2|4|1|0|17
1|7500.0|46310400000000000|37|15|0|2|0|0|4
0|38683.0|54691200000000000|35|341|1|3|1|0|17
0|49514.0|16761600000000000|49|369|1|2|1|0|13
0|57906.0|33091200000000000|51|401|1|3|1|0|17
0|43456.0|39744000000000000|58|393|1|2|1|0|17
0|19485.0|24019200000000000|38|10|2|3|1|0|4
1|53172.0|36201600000000000|46|486|1|3|1|0|16
1|30545.0|53568000000000000|45|69|1|3|1|0|7
0|70123.0|23673600000000000|41|1727|0|2|0|2|17
1|62450.0|15033600000000000|65|995|1|2|1|1|16
1|21675.0|1555200000000000|48|45|1|3|1|0|10
0|42395.0|7430400000000000|43|182|2|3|1|0|12
0|61346.0|22982400000000000|46|989|1|3|1|0|23
1|80812.0|24624000000000000|71|1677|0|2|0|3|18
0|42835.0|31449600000000000|53|595|2|3|1|0|23
1|39922.0|43200000000000000|41|156|1|3|1|0|9
0|86424.0|7344000000000000|68|1226|0|1|0|0|28
0|17117.0|45619200000000000|46|128|1|3|1|0|11
1|24762.0|12009600000000000|52|86|1|2|1|2|9
1|35797.0|53654400000000000|49|68|1|3|1|0|7
1|36627.0|29462400000000000|49|16|2|3|1|0|4
0|51111.0|864000000000000|43|55|2|4|1|0|7
0|86857.0|56592000000000000|52|2114|0|1|0|1|22
0|82072.0|31276800000000000|54|2018|0|2|0|0|19
0|46231.0|50112000000000000|71|263|3|4|1|0|15
1|42243.0|17280000000000000|65|55|2|4|1|0|7
1|51195.0|39225600000000000|62|564|2|4|1|0|24
0|68092.0|16848000000000000|46|1281|0|1|0|0|20
1|31814.0|43632000000000000|51|83|1|3|1|1|7
0|51390.0|56937600000000000|59|353|2|3|1|0|18
1|76630.0|14342400000000000|41|1003|0|2|0|0|25
1|26868.0|5184000000000000|33|14|1|2|1|0|4
0|48948.0|44323200000000000|81|902|0|1|0|2|24
0|55260.0|48729600000000000|52|1139|1|2|1|0|25
1|64090.0|28166400000000000|68|797|1|3|1|1|20
1|78331.0|13564800000000000|66|1638|1|2|1|0|25
0|37087.0|27820800000000000|50|401|1|3|1|0|17
1|21846.0|21600000000000000|38|84|1|2|1|0|11
1|81320.0|43891200000000000|66|928|0|2|0|0|18
1|54137.0|27388800000000000|54|203|1|2|1|0|11
1|66825.0|30240000000000000|57|858|0|2|0|0|16
1|57100.0|17884800000000000|51|409|0|2|0|0|13
1|58917.0|39916800000000000|55|282|3|5|1|0|16
1|85072.0|6998400000000000|47|1423|0|1|0|0|18
1|86429.0|19008000000000000|63|1449|0|1|0|2|18
1|45684.0|18057600000000000|53|28|1|2|1|0|4
1|47889.0|15206400000000000|50|67|1|3|1|0|6
0|45921.0|9590400000000000|38|199|0|2|0|0|10
0|78420.0|31536000000000000|58|1453|0|1|0|0|22
1|75114.0|20217600000000000|32|1253|0|2|0|0|19
0|52278.0|44928000000000000|61|1198|1|2|1|1|31
0|35641.0|30240000000000000|52|178|1|3|1|1|10
1|95529.0|49507200000000000|30|1990|0|1|0|2|18
1|62820.0|35769600000000000|70|976|0|2|0|0|14
0|73113.0|15984000000000000|64|1001|0|2|0|0|15
0|84169.0|28166400000000000|42|1919|0|2|0|3|20
0|42607.0|19353600000000000|70|350|1|2|1|0|14
0|74637.0|35164800000000000|70|1650|0|1|0|1|25
0|46015.0|6652800000000000|69|46|2|4|1|2|5
1|72354.0|37843200000000000|31|1228|0|1|0|0|19
0|39858.0|45014400000000000|55|95|1|2|1|1|7
0|34469.0|4838400000000000|76|62|2|4|1|0|9
1|83033.0|3628800000000000|38|1761|1|3|1|1|26
0|24401.0|57628800000000000|45|467|0|2|0|0|16
1|77583.0|12009600000000000|46|1149|0|2|0|1|19
0|74116.0|15638400000000000|42|2052|0|1|0|1|19
1|74293.0|4838400000000000|31|1127|0|1|0|0|16
0|68397.0|19353600000000000|48|1416|1|3|1|0|21
0|79632.0|7084800000000000|50|1113|0|2|0|0|20
1|46107.0|12009600000000000|35|125|1|2|1|0|7
0|64950.0|59270400000000000|73|966|1|2|1|1|25
1|25443.0|47865600000000000|35|32|1|3|1|0|5
1|75127.0|3283200000000000|72|833|0|1|0|0|19
0|32892.0|3024000000000000|53|46|1|3|1|0|8
1|71796.0|21427200000000000|53|960|0|2|0|0|17
0|67536.0|34819200000000000|54|1829|1|3|1|1|30
1|55239.0|30240000000000000|53|779|1|2|1|0|26
0|60554.0|27993600000000000|49|811|1|2|1|0|23
0|64831.0|33177600000000000|72|1120|2|3|1|0|22
0|56067.0|29721600000000000|62|725|1|3|1|0|20
1|82025.0|34300800000000000|41|1187|0|1|0|2|12
1|94384.0|41644800000000000|71|2302|0|2|0|4|18
1|14906.0|47865600000000000|38|66|0|1|0|0|9
0|51563.0|54950400000000000|37|1250|0|2|0|2|19
0|57937.0|11491200000000000|42|683|1|3|1|0|20
1|68274.0|23500800000000000|45|305|2|3|1|0|13
1|39771.0|17712000000000000|47|50|1|3|1|0|6
0|67893.0|54950400000000000|49|995|1|2|1|0|16
0|27922.0|4320000000000000|45|41|1|3|1|0|6
0|52190.0|4492800000000000|48|77|2|4|1|1|9
0|44051.0|44582400000000000|51|171|2|3|1|1|12
0|42767.0|35769600000000000|53|131|2|3|1|0|7
0|46106.0|4233600000000000|48|54|2|4|1|0|5
0|16927.0|43545600000000000|48|53|2|4|1|0|12
1|59754.0|49680000000000000|59|475|1|3|1|1|16
1|53700.0|58838400000000000|72|694|1|2|1|0|22
1|59041.0|4579200000000000|51|96|2|4|1|0|8
0|54237.0|36979200000000000|67|361|1|2|1|0|16
1|70647.0|55814400000000000|57|1079|1|2|1|0|26
0|52597.0|4579200000000000|62|578|1|2|1|0|20
0|41021.0|47174400000000000|55|64|1|3|1|1|7
0|40233.0|22291200000000000|49|149|1|3|1|0|13
1|50183.0|345600000000000|44|231|2|4|1|0|17
1|54753.0|25056000000000000|65|728|1|3|1|0|21
1|92955.0|27129600000000000|51|1778|0|2|0|3|23
1|33471.0|54000000000000000|51|93|1|3|1|0|10
0|34596.0|38188800000000000|50|23|1|3|1|1|4
1|44010.0|53913600000000000|44|662|1|3|1|0|24
1|84219.0|12700800000000000|36|1198|0|2|0|0|18
0|40706.0|45619200000000000|56|81|3|5|1|0|11
0|15716.0|51321600000000000|36|92|1|3|1|0|10
0|59052.0|19353600000000000|65|491|1|2|1|0|18
0|80573.0|53827200000000000|53|1564|0|2|0|0|24
1|83715.0|12614400000000000|62|926|0|2|0|0|24
0|82576.0|60220800000000000|65|1910|0|2|0|1|19
0|56962.0|22550400000000000|59|411|3|5|1|0|21
1|35704.0|15292800000000000|72|94|2|4|1|0|9
1|53103.0|25056000000000000|70|1085|1|3|1|1|28
0|46779.0|30412800000000000|64|23|2|3|1|0|4
1|4861.0|604800000000000|59|6|0|1|0|0|0
0|33462.0|28166400000000000|45|54|1|2|1|0|6
1|63693.0|22291200000000000|46|1150|1|2|1|0|29
1|80763.0|27475200000000000|74|1415|0|2|0|3|23
0|65352.0|26956800000000000|50|405|1|3|1|0|16
0|82170.0|18662400000000000|46|1908|0|2|0|0|19
1|75759.0|21340800000000000|55|2486|0|2|0|4|26
0|79689.0|35683200000000000|48|1315|0|1|0|0|27
0|35340.0|0|68|45|2|3|1|0|7
1|85683.0|8640000000000000|70|1789|0|1|0|5|17
0|24884.0|49852800000000000|52|19|1|3|1|0|4
0|42021.0|57628800000000000|43|573|1|3|1|1|22
1|64449.0|11318400000000000|35|805|1|2|1|0|24
1|64587.0|604800000000000|70|108|2|3|1|0|8
1|34824.0|8208000000000000|29|23|0|1|0|0|4
1|75437.0|20044800000000000|46|1493|0|2|0|1|23
1|26091.0|10713600000000000|67|89|2|4|1|0|9
1|52845.0|27648000000000000|51|936|1|3|1|1|25
1|46086.0|20563200000000000|68|343|1|2|1|0|16
0|78028.0|56764800000000000|68|528|1|2|1|3|20
0|95169.0|22723200000000000|37|1901|0|1|0|3|12
0|56337.0|39657600000000000|43|724|2|4|1|3|22
1|22434.0|43286400000000000|37|58|1|3|1|0|7
